31-01-2022,4779
30-01-2022,4760
29-01-2022,4760
28-01-2022,4761
27-01-2022,4819
26-01-2022,4886
25-01-2022,4885
24-01-2022,4843
23-01-2022,4825
22-01-2022,4825
21-01-2022,4844
20-01-2022,4851
19-01-2022,4812
18-01-2022,4799
17-01-2022,4790
16-01-2022,4780
15-01-2022,4780
14-01-2022,4789
13-01-2022,4773
12-01-2022,4780
11-01-2022,4755
10-01-2022,4743
09-01-2022,4748
08-01-2022,4748
07-01-2022,4742
06-01-2022,4756
05-01-2022,4815
04-01-2022,4785
03-01-2022,4789
02-01-2022,4809
01-01-2022,4809
28-02-2022,5107
27-02-2022,5022
26-02-2022,5022
25-02-2022,5032
24-02-2022,5167
23-02-2022,5021
22-02-2022,5026
21-02-2022,5006
20-02-2022,5012
19-02-2022,5012
18-02-2022,5010
17-02-2022,5022
16-02-2022,4952
15-02-2022,4939
14-02-2022,4979
13-02-2022,4910
12-02-2022,4910
11-02-2022,4886
10-02-2022,4884
09-02-2022,4855
08-02-2022,4833
07-02-2022,4811
06-02-2022,4793
05-02-2022,4793
04-02-2022,4770
03-02-2022,4775
02-02-2022,4770
01-02-2022,4805
31-03-2022,5147
30-03-2022,5111
29-03-2022,5072
28-03-2022,5158
27-03-2022,5185
26-03-2022,5185
25-03-2022,5186
24-03-2022,5206
23-03-2022,5168
22-03-2022,5123
21-03-2022,5172
20-03-2022,5148
19-03-2022,5148
18-03-2022,5163
17-03-2022,5178
16-03-2022,5124
15-03-2022,5143
14-03-2022,5224
13-03-2022,5286
12-03-2022,5286
11-03-2022,5255
10-03-2022,5337
09-03-2022,5287
08-03-2022,5446
07-03-2022,5334
06-03-2022,5256
05-03-2022,5256
04-03-2022,5235
03-03-2022,5167
02-03-2022,5153
01-03-2022,5140
30-04-2022,5177
29-04-2022,5178
28-04-2022,5120
27-04-2022,5123
26-04-2022,5171
25-04-2022,5148
24-04-2022,5226
23-04-2022,5226
22-04-2022,5227
21-04-2022,5236
20-04-2022,5260
19-04-2022,5277
18-04-2022,5336
17-04-2022,5299
16-04-2022,5299
15-04-2022,5299
14-04-2022,5304
13-04-2022,5309
12-04-2022,5292
11-04-2022,5232
10-04-2022,5209
09-04-2022,5209
08-04-2022,5211
07-04-2022,5195
06-04-2022,5167
05-04-2022,5140
04-04-2022,5131
03-04-2022,5144
02-04-2022,5144
01-04-2022,5134
31-05-2022,5085
30-05-2022,5105
29-05-2022,5092
28-05-2022,5092
27-05-2022,5101
26-05-2022,5082
25-05-2022,5087
24-05-2022,5116
23-05-2022,5097
22-05-2022,5084
21-05-2022,5084
20-05-2022,5070
19-05-2022,5066
18-05-2022,5012
17-05-2022,5024
16-05-2022,5018
15-05-2022,4989
14-05-2022,4989
13-05-2022,4997
12-05-2022,5053
11-05-2022,5071
10-05-2022,5065
09-05-2022,5110
08-05-2022,5134
07-05-2022,5134
06-05-2022,5139
05-05-2022,5105
04-05-2022,5058
03-05-2022,5099
02-05-2022,5063
01-05-2022,5177
30-06-2022,5050
29-06-2022,5072
28-06-2022,5085
27-06-2022,5072
26-06-2022,5062
25-06-2022,5062
24-06-2022,5062
23-06-2022,5091
22-06-2022,5091
21-06-2022,5085
20-06-2022,5075
19-06-2022,5083
18-06-2022,5083
17-06-2022,5093
16-06-2022,5059
15-06-2022,5049
14-06-2022,5026
13-06-2022,5074
12-06-2022,5168
11-06-2022,5168
10-06-2022,5120
09-06-2022,5088
08-06-2022,5105
07-06-2022,5096
06-06-2022,5090
05-06-2022,5100
04-06-2022,5131
03-06-2022,5131
02-06-2022,5079
01-06-2022,5060
31-07-2022,5143
30-07-2022,5143
29-07-2022,5131
28-07-2022,5132
27-07-2022,5062
26-07-2022,5053
25-07-2022,5045
24-07-2022,5068
23-07-2022,5068
22-07-2022,5078
21-07-2022,5027
20-07-2022,5039
19-07-2022,5031
18-07-2022,5044
17-07-2022,5011
16-07-2022,5011
15-07-2022,4999
14-07-2022,5027
13-07-2022,5076
12-07-2022,5054
11-07-2022,5079
10-07-2022,5084
09-07-2022,5084
08-07-2022,5095
07-07-2022,5067
06-07-2022,5089
05-07-2022,5152
04-07-2022,5214
03-07-2022,5191
02-07-2022,5191
01-07-2022,5179
31-08-2022,5061
30-08-2022,5070
29-08-2022,5121
28-08-2022,5125
27-08-2022,5125
26-08-2022,5128
25-08-2022,5168
24-08-2022,5148
23-08-2022,5146
22-08-2022,5121
21-08-2022,5151
20-08-2022,5151
19-08-2022,5150
18-08-2022,5168
17-08-2022,5169
16-08-2022,5189
15-08-2022,5261
14-08-2022,5261
13-08-2022,5261
12-08-2022,5242
11-08-2022,5238
10-08-2022,5234
09-08-2022,5249
08-08-2022,5200
07-08-2022,5188
06-08-2022,5220
05-08-2022,5220
04-08-2022,5156
03-08-2022,5145
02-08-2022,5125
01-08-2022,5126
30-09-2022,5040
29-09-2022,4990
28-09-2022,4903
27-09-2022,4932
26-09-2022,4949
25-09-2022,4938
24-09-2022,4938
23-09-2022,4941
22-09-2022,5001
21-09-2022,4942
20-09-2022,4919
19-09-2022,4920
18-09-2022,4935
17-09-2022,4935
16-09-2022,4934
15-09-2022,4981
14-09-2022,5008
13-09-2022,5014
12-09-2022,5075
11-09-2022,5053
10-09-2022,5053
09-09-2022,5043
08-09-2022,5030
07-09-2022,5045
06-09-2022,5035
05-09-2022,5047
04-09-2022,5037
03-09-2022,5037
02-09-2022,5048
01-09-2022,4990
31-10-2022,5045
30-10-2022,5024
29-10-2022,5024
28-10-2022,5029
27-10-2022,5072
26-10-2022,5071
25-10-2022,5064
24-10-2022,5053
23-10-2022,5063
22-10-2022,5063
21-10-2022,5031
20-10-2022,5029
19-10-2022,5036
18-10-2022,5049
