17-10-2022,5049
16-10-2022,5029
15-10-2022,5029
14-10-2022,5052
13-10-2022,5055
12-10-2022,5095
11-10-2022,5092
10-10-2022,5116
09-10-2022,5197
08-10-2022,5197
07-10-2022,5184
06-10-2022,5200
05-10-2022,5148
04-10-2022,5080
03-10-2022,5013
02-10-2022,5003
01-10-2022,5003
30-11-2022,5250
29-11-2022,5243
28-11-2022,5237
27-11-2022,5255
26-11-2022,5255
25-11-2022,5247
24-11-2022,5270
23-11-2022,5243
22-11-2022,5241
21-11-2022,5237
20-11-2022,5260
19-11-2022,5260
18-11-2022,5256
17-11-2022,5289
16-11-2022,5306
15-11-2022,5276
14-11-2022,5272
13-11-2022,5234
12-11-2022,5234
11-11-2022,5225
10-11-2022,5202
09-11-2022,5160
08-11-2022,5078
07-11-2022,5101
06-11-2022,5085
05-11-2022,5085
04-11-2022,5084
03-11-2022,5014
02-11-2022,5062
01-11-2022,5053
31-12-2022,5497
30-12-2022,5496
29-12-2022,5495
28-12-2022,5483
27-12-2022,5485
26-12-2022,5465
25-12-2022,5457
24-12-2022,5457
23-12-2022,5454
22-12-2022,5468
21-12-2022,5514
20-12-2022,5484
19-12-2022,5433
18-12-2022,5434
17-12-2022,5434
16-12-2022,5430
15-12-2022,5429
14-12-2022,5473
13-12-2022,5490
12-12-2022,5422
11-12-2022,5430
10-12-2022,5430
09-12-2022,5428
08-12-2022,5416
07-12-2022,5394
06-12-2022,5382
05-12-2022,5339
04-12-2022,5339
03-12-2022,5339
02-12-2022,5321
01-12-2022,5310
